TwitterIDsOfHumanUsers,#Friends,#BotFollowees
81393070,173,8
2766841169,311,7
770831810,233,7
770176435,47,7
764731350,212,7
759715687,104,7
277538177,188,7
60811341,176,7
610861270,77,7
71379711,67,7
2840265139,72,7
2807953832,191,7
6775342,224,7
1264637672,173,7
2817888651,310,7
1269835369,29,7
353556149,96,7
135248338,212,7
1355537995,244,7
140018040,98,7
1434623629,148,7
143599785,165,7
359926634,344,7
361746019,179,7
1465100186,109,7
14851579,248,7
14958182,320,7
368675577,198,7
15084319,162,7
369911039,293,7
153690249,353,7
1559643193,207,7
16570956,81,7
1664307984,225,7
3237515738,158,7
17085112,43,7
382361714,85,7
178629201,180,7
185771893,186,7
19478719,230,7
1132376958,191,7
1977477584,277,7
211397444,223,7
2990948929,155,7
21770069,93,7
110087402,132,7
221964205,91,7
2983156296,273,7
226923750,67,7
1143583040,352,7
995452020,148,7
4116007695,98,7
2331598592,97,7
415021649,172,7
83296294,61,7
416802154,269,7
710259321,231,7
2362812823,309,7
420253558,318,7
585849333,170,7
116538160,98,7
502774039,61,7
100459808,288,7
242319331,24,7
454183646,149,7
453885595,229,7
295722548,134,7
440311767,250,7
44321730,354,7
412325725,65,7
101503282,274,7
246128588,148,7
450860458,311,7
45562154,156,7
351621566,128,7
2469738596,308,7
45778279,304,7
2923333680,216,7
460232733,115,7
2886779494,134,7
2484688494,103,7
2487831288,218,7
2771923762,173,7
473043012,255,7
102589750,189,7
24883323,319,7
29396889,181,7
2451451182,141,7
2500522076,335,7
2391776040,139,7
482981498,70,7
483227930,175,7
484613799,150,7
487275447,49,7
49007031,148,7
2528822924,153,7
2251504327,273,7
2202044150,293,7
2540601979,193,7
185165914,189,7
14290542,258,7
2567206992,132,7
1421737704,166,7
2568431617,175,7
1189056510,84,7
2602920025,146,7
262199092,180,7
2675222804,356,7
26771352,261,7
523653988,228,7
343473585,120,7
30429133,237,7
968446106,44,7
545269203,161,7
1033055161,176,7
546312443,265,7
54867711,139,7
948150980,77,7
27165736,340,7
2718570906,195,7
91752355,107,7
898732788,335,7
103562230,249,7
2735506782,212,7
107991930,126,7
82523340,196,7
274917389,137,7
819790166,112,7
28588774,184,7
27493957,123,7
807804577,204,7
805436466,283,7
80000814,361,7
487416678,284,6
488525613,39,6
2300173172,179,6
2323069159,126,6
132621562,68,6
282738890,86,6
2288867162,150,6
1096555944,163,6
2269218732,231,6
724632068,113,6
624223536,296,6
214678407,219,6
113487244,156,6
10352582,267,6
2246856132,89,6
2007021,333,6
2235431615,158,6
117928569,158,6
403461794,73,6
281403145,243,6
1669189561,92,6
2223969871,151,6
218432384,112,6
327510902,165,6
154624409,56,6
1544322560,240,6
2182611791,336,6
67529607,210,6
275183383,71,6
345197864,98,6
217433376,128,6
215992174,136,6
497557514,182,6
3987939853,144,6
619744784,190,6
398442529,212,6
397629967,246,6
257111136,94,6
397494847,362,6
499933271,124,6
2573439865,171,6
20849470,61,6
204444302,100,6
1954448478,72,6
2585393083,290,6
19368233,36,6
1179541274,44,6
394135675,200,6
39288051,219,6
346829273,168,6
113134931,36,6
1913843024,132,6
3116708222,180,6
299271462,234,6
274002752,187,6
2604530259,151,6
26133560,91,6
2906620768,97,6
26192354,30,6
1901595415,103,6
1059054242,399,6
1901195994,340,6
187262210,139,6
3258324619,164,6
384547005,175,6
183511605,262,6
280306114,366,6
83585169,180,6
571602303,64,6
707697690,194,6
180573776,121,6
2998417670,72,6
381384396,88,6
537841059,131,6
601192738,78,6
2793360007,154,6
171972995,173,6
379728710,136,6
170642321,163,6
1676639478,247,6
826579765,107,6
166211662,284,6
345813518,161,6
77558505,347,6
96146127,45,6
546885822,161,6
406150965,206,6
43870029,164,6
440901699,335,6
397034400,87,6
376012638,349,6
270646246,213,6
246208736,248,6
1624682809,326,6
1177471489,191,6
352825934,98,6
352822866,217,6
324020939,201,6
455950099,208,6
8029522,295,6
46841328,389,6
470394724,272,6
158859711,108,6
157982762,206,6
50327694,103,6
369223407,307,6
1484793769,268,6
524836438,168,6
551611541,98,6
948824810,230,6
240561724,252,6
2476205954,273,6
604961774,284,6
338151653,326,6
2480413705,337,6
6175692,110,6
138449260,321,6
345505380,170,6
557215750,130,6
2771573990,332,6
136245387,234,6
114467204,123,6
2347977979,297,6
834141984,244,6
35413411,255,6
1336097480,185,6
133387350,26,6
234715592,120,6
413233876,171,6
33651270,400,6
335208230,170,6
2482378631,284,6
559486409,301,6
479258753,244,6
715457424,167,6
244530155,105,6
102760709,274,6
560990422,209,6
353011489,166,6
996130794,280,6
483204176,221,6
74707817,119,6
1032386005,219,6
2787096553,136,6
2980901837,134,6
2337952426,92,6
409568090,141,6
3319872952,222,6
52108988,106,5
33747826,26,5
338254192,224,5
3060478163,56,5
338286563,184,5
341169083,74,5
1112944590,237,5
352909198,139,5
36765234,352,5
36874110,342,5
1102593332,218,5
378814988,42,5
379176983,102,5
379472749,158,5
381523148,391,5
2994985944,98,5
110122113,273,5
392676979,27,5
394628127,228,5
407302551,42,5
408087080,191,5
41135292,315,5
413056775,136,5
2977717281,234,5
297023247,37,5
425878819,57,5
295578583,162,5
434832511,152,5
45100798,304,5
464014539,92,5
293212315,158,5
491391312,41,5
494006512,46,5
495378971,68,5
291477346,190,5
50684694,265,5
50957441,234,5
512155932,324,5
512455607,214,5
516737722,36,5
517686267,74,5
52474890,199,5
53863574,18,5
543842787,77,5
2874620795,276,5
558782771,346,5
562984758,206,5
5682702,76,5
588147020,51,5
59689509,65,5
605521007,168,5
609101738,180,5
621429721,138,5
623407119,79,5
634704287,116,5
66949187,183,5
281234838,30,5
69991603,93,5
722214212,41,5
732621438,135,5
27679500,107,5
8072492,271,5
813844694,358,5
836479597,352,5
838091869,197,5
2749027972,80,5
84214494,246,5
850152661,55,5
85305729,154,5
888376710,100,5
88930901,85,5
898218318,63,5
934466887,111,5
954799494,259,5
961125284,171,5
965192557,90,5
2697960505,105,5
967983056,276,5
971629717,228,5
97451169,95,5
977265403,246,5
2595110809,325,5
102895387,117,5
107821380,178,5
2580511047,189,5
123582130,115,5
137390297,84,5
256689270,124,5
1668189836,272,5
1853487314,191,5
2555419261,350,5
198678682,219,5
21425831,282,5
2394896371,340,5
2444856434,292,5
2483152884,204,5
2890723418,237,5
2470014818,193,5
3116720165,262,5
246621170,99,5
2457848317,197,5
386333906,127,5
2455018318,61,5
1016015984,148,5
405611085,257,5
245152155,103,5
45307775,237,5
243452188,76,5
1011395167,310,5
493596397,259,5
1002533372,197,5
550428173,154,5
238665139,210,5
581866430,147,5
58394645,134,5
60287101,57,5
604518391,282,5
2360378178,70,5
71318808,57,5
2349578599,70,5
956829350,348,5
988985683,93,5
990963038,103,5
2310333698,283,5
2287761206,200,5
22840934,79,5
2281281613,256,5
225060606,94,5
2210140580,285,5
2209565230,232,5
219487526,25,5
2193190099,230,5
214967682,190,5
209559462,220,5
208913421,111,5
1965375458,73,5
18874774,85,5
18764906,392,5
1860371966,190,5
184899969,183,5
171958370,34,5
1717666435,45,5
171691600,65,5
1715241043,90,5
170923442,132,5
170352080,277,5
1682374855,153,5
166094049,119,5
163932767,276,5
158821864,168,5
1576039274,133,5
1574855022,176,5
1571050015,288,5
156039467,303,5
152661729,359,5
152644666,222,5
1518279440,153,5
14867242,83,5
14824425,100,5
14573824,142,5
1409004344,103,5
132983450,66,5
1306882627,83,5
1212975186,309,5
120562410,116,5
1200888036,80,5
1167773802,251,5
1114707913,289,5
30731587,149,5
22812325,130,4
68566691,82,4
81352611,400,4
151832482,167,4
985768968,142,4
327397233,400,4
796144921,44,4
3329528505,48,4
751241954,115,4
578423244,343,4
1532869387,184,4
370263238,170,4
96109716,27,4
327164781,221,4
342957744,74,4
2562353909,96,4
3140424071,251,4
255912008,223,4
348080571,139,4
495283255,140,4
961773920,49,4
96319587,106,4
255846106,78,4
409297732,161,4
16002194,389,4
1669422294,255,4
2557136665,147,4
1723166832,192,4
928613839,253,4
57791793,219,4
288255849,146,4
792462121,155,4
121905658,84,4
1624666039,323,4
1920007904,189,4
3875295622,205,4
1174404932,81,4
106787019,159,4
594142749,147,4
493941903,89,4
64585874,170,4
925532102,18,4
282523842,60,4
164074870,254,4
125218383,50,4
884743057,146,4
922305175,19,4
61794519,42,4
88515231,97,4
491673056,238,4
2326631202,306,4
2535527754,118,4
29552151,75,4
88528666,98,4
310401703,109,4
705091824,31,4
2765166293,152,4
293548550,161,4
413461232,300,4
2300612154,133,4
268101774,89,4
1304624581,273,4
2334997532,62,4
435045600,85,4
130862744,75,4
379121297,97,4
427791119,208,4
2339717389,204,4
245306807,165,4
982457101,84,4
3242431857,121,4
323645838,367,4
2679802405,61,4
250842076,159,4
2441178896,75,4
381753637,327,4
3033858666,169,4
601942084,248,4
572969576,273,4
1082796816,31,4
2998397201,113,4
413605766,30,4
477824021,76,4
1258379012,57,4
115785153,154,4
242123621,128,4
3028997653,98,4
182606756,238,4
587271182,59,4
427142258,207,4
254607817,119,4
1343441293,301,4
344675728,80,4
3234273907,178,4
1347167636,121,4
262898875,246,4
2941150861,115,4
52491055,393,4
3021545411,80,4
1895160985,143,4
2668485740,138,4
390730174,33,4
1902145598,94,4
516091870,256,4
27244453,316,4
2615353014,176,4
394281508,171,4
1948867633,40,4
526702246,29,4
2606949881,330,4
564336147,131,4
1963049964,71,4
944979661,93,4
1353072290,61,4
28366268,222,4
1964221856,49,4
465013390,308,4
529342153,86,4
463889910,38,4
463503341,100,4
561845963,292,4
1378532629,169,4
313789678,104,4
2419936286,342,4
115340992,102,4
1394692622,93,4
310250028,183,4
2893783443,265,4
357961117,199,4
1967103792,91,4
1978992043,145,4
202326763,75,4
901875258,81,4
140033231,84,4
3019055223,66,4
2966827845,167,4
714550385,120,4
208664282,190,4
3007416344,231,4
3044923343,225,4
30451290,17,4
51153998,338,4
947255689,60,4
3119665997,9,4
103087081,111,4
240821668,37,4
144774872,156,4
145583439,327,4
783425629,147,4
2989316931,170,4
217232725,93,4
90638768,86,4
294996484,352,4
2175037701,249,4
3307702109,34,4
3308496744,103,4
706305578,184,4
3669091452,95,4
587665339,238,4
989957600,286,4
340313456,278,4
1119146862,303,4
2799099042,300,4
2211927324,152,4
4027111173,142,4
596665611,147,4
122484275,209,4
417735070,102,4
3008769098,89,4
83991923,214,4
40673360,207,4
117030671,182,4
285724171,238,4
2579534268,160,4
102034928,139,4
150993495,291,4
856270100,46,4
1018511592,77,4
407212798,162,4
22600059,37,4
2273502326,301,4
450747981,71,3
2242993111,168,3
365297032,264,3
71762592,252,3
329361249,249,3
493747804,216,3
278866572,244,3
228599159,77,3
1143470466,348,3
2307118248,44,3
2793173572,125,3
77441233,110,3
933709428,164,3
3158349782,141,3
2316260946,140,3
245287897,280,3
23295435,252,3
410719897,79,3
708035550,309,3
425767265,18,3
986498262,316,3
985509799,8,3
243850570,319,3
441497987,332,3
1132139449,50,3
286790717,120,3
706926695,55,3
2332555379,129,3
2980536597,62,3
2433591068,69,3
4166710393,211,3
75386921,132,3
751737240,175,3
708484592,340,3
2360728478,175,3
418633045,269,3
480790768,129,3
2363692152,272,3
1245621752,75,3
420915061,301,3
492728332,125,3
1129520276,40,3
42173055,159,3
503771485,322,3
944648335,100,3
585912212,195,3
1000486495,59,3
42642152,46,3
1244458130,298,3
2405965787,146,3
28706697,54,3
2872359762,113,3
2800412189,303,3
27119540,230,3
76612795,60,3
271032827,21,3
621508569,47,3
547336911,175,3
67006908,145,3
1240102604,144,3
1268970468,218,3
66789784,72,3
765917083,304,3
281685368,279,3
268366600,275,3
276768643,244,3
970505658,118,3
804830348,78,3
34897604,85,3
274553355,111,3
129214047,155,3
349612774,165,3
53414756,41,3
2741318910,101,3
2900215557,162,3
264916005,117,3
132569641,63,3
2739587275,114,3
133977689,269,3
2906062124,124,3
2907385266,188,3
355033937,275,3
35551388,146,3
135693647,209,3
1385409996,138,3
1388623428,19,3
1395091087,102,3
359370934,55,3
140356430,121,3
143990497,69,3
1446851233,107,3
1468885260,304,3
301159074,72,3
331257657,46,3
1490237024,363,3
853990454,163,3
1495594020,247,3
1169114810,30,3
369537903,346,3
2572621399,228,3
307790129,167,3
2914307568,58,3
568841497,91,3
286126462,84,3
737734728,92,3
1552210417,132,3
108425531,210,3
1578638418,273,3
3713829252,104,3
160557792,69,3
794598979,54,3
3262737960,49,3
1723891957,140,3
86805382,174,3
185178011,15,3
160302029,272,3
735779108,119,3
199147059,38,3
37204587,143,3
163523407,141,3
2276818190,173,3
1662017995,233,3
3726874400,341,3
377304816,77,3
490535839,372,3
2522367901,55,3
2294138446,122,3
2863376295,43,3
230348092,109,3
2334993099,75,3
2514678910,294,3
169157567,215,3
3246120194,84,3
38002859,228,3
1712224658,332,3
293743791,301,3
480279324,81,3
293853413,192,3
176469051,86,3
382624095,188,3
182276961,92,3
182592178,177,3
249692862,156,3
38433789,54,3
1838636550,80,3
184273398,129,3
323327904,74,3
1874015534,157,3
475316805,58,3
3192686232,150,3
192370109,157,3
1947320929,67,3
2730458366,320,3
471512676,314,3
466762451,375,3
890871740,15,3
2777859517,46,3
2885778932,256,3
12287842,117,3
718902926,298,3
1965238770,379,3
78350498,171,3
2892945726,54,3
2943664510,76,3
206326866,44,3
3006064373,99,3
206329613,23,3
3953332753,145,3
2726879335,74,3
309461019,137,3
3122666452,238,3
2468059238,60,3
212292079,86,3
400088165,102,3
321282277,44,3
589022162,92,3
3386628340,100,3
2467442030,39,3
400983194,124,3
718684188,51,3
2985852925,90,3
29485766,57,3
2234848961,184,3
406524900,336,3
2238512887,54,3
363613274,144,3
16484978,125,2
1082746016,25,2
1241381473,105,2
841859053,42,2
2746337628,94,2
85067793,84,2
85677419,93,2
857270408,81,2
86235989,28,2
88101280,85,2
883813284,259,2
567106691,86,2
1232534634,155,2
9011502,80,2
56321548,261,2
286690782,56,2
932014148,138,2
93629172,34,2
940468154,301,2
557616612,42,2
947759960,58,2
554958519,314,2
55291753,83,2
955966339,149,2
2881514381,162,2
545881939,100,2
96727791,108,2
540207013,49,2
1032838123,30,2
329008715,93,2
2680793168,214,2
2669288630,44,2
264174172,42,2
263395921,87,2
1191506041,332,2
112232553,37,2
112295272,143,2
499996521,41,2
136633988,187,2
118197667,17,2
49709134,232,2
49683347,15,2
14244447,72,2
2918581380,238,2
494395788,245,2
18527544,127,2
1921565318,292,2
33764583,142,2
3312511473,31,2
2538555508,66,2
490440829,90,2
251518992,106,2
48896966,123,2
244733954,171,2
2482903400,228,2
2770265184,258,2
2942835475,56,2
46546834,134,2
2837521193,46,2
462971394,16,2
1091884188,211,2
461572767,47,2
2963287552,23,2
3045548305,9,2
313028442,76,2
3200944072,2,2
3312287280,113,2
45603460,32,2
374935732,228,2
114370111,106,2
396389071,118,2
1141299306,221,2
447309305,80,2
397236414,33,2
445345005,81,2
405281604,185,2
424328175,310,2
24386710,74,2
433319326,175,2
454200724,137,2
468066235,164,2
2429723097,196,2
24295753,261,2
428213157,60,2
505440359,308,2
52792194,87,2
551659692,57,2
2407501640,97,2
2381253750,223,2
58017998,113,2
42339113,251,2
313928644,74,2
2371328420,96,2
604758810,54,2
2971276314,178,2
2973666916,156,2
3146523464,145,2
780431689,7,2
1095958825,11,2
2979585982,175,2
87029466,11,2
92225723,133,2
12765892,194,2
95760717,65,2
98596642,200,2
409503051,67,2
2320645218,240,2
2312903347,39,2
2311146085,25,2
3158914118,25,2
3161171948,13,2
227055399,234,2
2267991852,252,2
2266954628,189,2
2248762537,235,2
22437394,116,2
2984238372,275,2
4011161172,65,2
400802777,191,2
2157440777,75,2
215545290,52,2
2152052819,291,2
3100554872,89,2
110118205,94,2
208147488,252,2
207138462,27,2
394990669,161,2
394726610,44,2
3093137437,32,2
29910264,236,2
1935516248,64,2
192912616,52,2
393190638,173,2
192499649,69,2
392349274,140,2
391778402,119,2
391362651,34,2
1896488527,139,2
1890978697,4,2
188615999,209,2
1877304734,210,2
3197629148,65,2
17588849,104,2
17294882,89,2
1727495887,84,2
3324245616,192,2
1715023975,257,2
3087465981,10,2
379274779,179,2
16927266,6,2
1691697900,94,2
1682290266,255,2
1678138165,110,2
167639858,66,2
1661700032,150,2
166046142,100,2
1658632219,72,2
1658247169,96,2
1641056737,83,2
1630615782,84,2
1587171373,115,2
1587069900,31,2
3069240720,139,2
1495947138,102,2
36836217,324,2
14905688,207,2
1475800022,182,2
1105558410,49,2
1458360991,80,2
3017831314,76,2
359572064,166,2
143153117,162,2
1404817634,51,2
139321563,147,2
138472981,263,2
355600495,18,2
135176594,177,2
3023728826,106,2
30750923,164,2
349342823,172,2
127110363,91,2
110928853,245,2
629919354,226,2
632045063,71,2
628563,43,2
3041232600,241,2
62408560,254,2
2810008564,30,2
68123840,48,2
1048631647,84,2
1046762064,206,2
2841340464,108,2
2841853914,117,2
609496197,165,2
738612918,15,2
601256893,377,2
599844379,65,2
595584728,283,2
595089709,206,2
59279806,300,2
1065256472,157,2
78719596,100,2
104451533,157,2
794155152,97,2
27582887,17,2
2757583450,168,2
578727389,270,2
2225775155,184,1
69654626,85,1
498935613,55,1
39588706,19,1
151602547,128,1
1511686806,298,1
118504705,117,1
1894751762,23,1
305553835,43,1
210688242,120,1
2762444463,11,1
74602378,64,1
1124327604,31,1
81305759,134,1
21026345,148,1
1147652996,14,1
279369388,140,1
390428793,86,1
258754118,333,1
3283400828,147,1
147630373,168,1
756782954,24,1
258762800,3,1
3188365045,108,1
1466703355,23,1
75777355,115,1
286059321,81,1
59770627,155,1
560223770,111,1
2214188491,59,1
24910515,77,1
389890902,99,1
107295690,183,1
259586390,317,1
2593793134,185,1
1239749712,97,1
3887070673,72,1
294715157,15,1
14300066,343,1
14196068,325,1
476691783,264,1
2546760463,68,1
1408968848,8,1
3847320734,31,1
1192626410,347,1
183559621,118,1
477006767,101,1
183247631,105,1
69729809,172,1
1263018109,78,1
139956067,175,1
293946831,122,1
182211050,89,1
139382900,210,1
4068221660,23,1
114849265,143,1
1220963168,21,1
204299339,293,1
842829588,79,1
383387954,120,1
513406783,161,1
1377385290,114,1
137666026,192,1
477989973,20,1
2748423234,105,1
24510304,193,1
557639325,50,1
135554110,211,1
458632493,211,1
2561813863,41,1
102422355,112,1
1352111719,6,1
571579758,175,1
2619891104,202,1
354206693,49,1
1164265063,48,1
459937526,69,1
3365209246,42,1
521131145,86,1
3534004638,20,1
612645350,37,1
197400952,32,1
2646299108,27,1
264744377,191,1
1321364888,67,1
132104173,105,1
1969038289,66,1
2174730115,348,1
28962012,140,1
3061358054,24,1
977387497,218,1
2894295673,39,1
2719281767,133,1
48292264,130,1
120138281,240,1
91086879,51,1
124646986,82,1
975603631,2,1
2936733162,11,1
563875863,234,1
68800287,103,1
949874611,83,1
311262395,283,1
484731323,36,1
1703075480,88,1
2223496619,130,1
1964599820,107,1
110942781,4,1
610388964,149,1
485873421,181,1
423649561,12,1
426932675,114,1
216790973,101,1
3288842234,39,1
1963501656,211,1
3108634166,166,1
2380148790,52,1
428202366,59,1
46695342,115,1
771812148,92,1
394475545,115,1
428904234,48,1
630850008,25,1
772157005,101,1
101098094,193,1
271242521,246,1
3148380487,42,1
216361529,311,1
725451396,194,1
1053216716,71,1
4194644729,5,1
2725087704,94,1
480748987,225,1
378376315,101,1
64254224,323,1
2433146611,5,1
2958717386,48,1
418247241,136,1
71074298,61,1
470005979,225,1
2930952618,177,1
394217175,31,1
492177690,20,1
727580406,212,1
751950187,142,1
331930998,8,1
89699349,78,1
4179350774,68,1
123209387,35,1
609166669,224,1
942445988,117,1
400264347,232,1
1655718626,39,1
282616462,28,1
41463548,93,1
456426689,123,1
1654056680,263,1
1649895942,132,1
2236885646,160,1
4138138633,4,1
292913844,60,1
333005444,169,1
1645989175,104,1
16459227,102,1
436437627,110,1
2953622813,36,1
567591601,96,1
1093553114,199,1
455340385,320,1
325967359,156,1
31523146,72,1
279461605,278,1
1214857692,323,1
2733873854,209,1
437721739,11,1
625400643,32,1
42580296,238,1
987245388,19,1
3324904868,82,1
1919094559,199,1
424273053,45,1
412798449,202,1
1620466530,272,1
412604603,47,1
221898604,26,1
409477898,254,1
1604160445,296,1
2324994222,73,1
338055297,247,1
292565648,107,1
1599782558,230,1
2807614563,6,1
2311184364,91,1
30566308,59,1
405167133,314,1
408707585,127,1
396900261,119,1
2291421004,251,1
573749510,35,1
392792633,86,1
1583243996,32,1
3061549116,293,1
938838264,56,1
495507361,23,1
385226809,138,1
3265353439,182,1
32682158,57,1
245812733,385,1
22710614,6,1
2881579295,25,1
2269483532,55,1
407964674,34,1
2982601051,57,1
3082505088,191,1
37066636,110,1
407225208,129,1
2261845596,39,1
2218471903,87,1
3008039238,209,1
1553611423,136,1
312366071,181,1
1536909666,50,1
2916420536,76,1
266900678,288,1
399572723,180,1
390972554,128,1
2257069046,153,0
1097557525,46,0
375209946,102,0
283036840,79,0
572838091,80,0
4494944719,21,0
2462856456,5,0
4552933181,71,0
352200933,16,0
2230659451,17,0
403766373,38,0
2983371691,1,0
2223199237,32,0
283914149,114,0
221689793,121,0
2465687235,63,0
3325432584,140,0
3171154469,115,0
3179001127,4,0
343743987,71,0
2188155468,18,0
2187391320,54,0
402034337,14,0
298752527,161,0
323288281,27,0
319848813,108,0
3997778774,99,0
2159707566,242,0
619201618,18,0
573221967,50,0
57549666,196,0
3986746283,75,0
3007221672,11,0
3006132699,22,0
587826392,200,0
201390529,108,0
614467617,37,0
1967918335,30,0
1966159524,6,0
2473550875,1,0
28367714,14,0
2765167353,3,0
2941331162,54,0
70557274,102,0
2733227221,81,0
1925580938,155,0
939438061,14,0
1091396210,6,0
19169423,29,0
1916380340,37,0
2991390654,43,0
1856665320,32,0
2714844633,19,0
266853959,174,0
713267078,17,0
266794738,186,0
613080314,132,0
1890821762,268,0
266560801,14,0
2992735788,149,0
187536784,91,0
2573468022,19,0
2495558156,24,0
2484523928,89,0
181152803,82,0
2997568550,18,0
383684750,39,0
178723576,174,0
2450759503,29,0
2718118608,82,0
27327680,37,0
1083991861,72,0
172393943,68,0
1719992982,167,0
299990409,93,0
306866704,196,0
2511944460,29,0
61198155,39,0
170217521,82,0
485273674,183,0
3004254638,114,0
3321861183,5,0
27785160,36,0
1680440839,38,0
791874462,36,0
378570257,29,0
1676579581,58,0
1671101821,217,0
2195466974,8,0
1658187564,52,0
3726614179,20,0
16551714,90,0
164940888,84,0
29267129,64,0
108544977,59,0
19973780,16,0
371672020,113,0
371557860,118,0
1057015448,365,0
1558984046,178,0
1540042063,25,0
496168830,129,0
1534906297,226,0
338558835,108,0
498054058,7,0
605543304,86,0
152077459,21,0
2912697002,1,0
1170919316,282,0
14962822,163,0
258201974,108,0
3676578139,68,0
2911968423,13,0
107719682,400,0
3016601638,148,0
1461336158,71,0
3284518242,12,0
3438727318,50,0
2910412508,51,0
3018133003,167,0
2907579835,94,0
3018528922,1,0
57591732,19,0
141669233,106,0
3286321634,2,0
570479207,65,0
3071904865,52,0
140191830,290,0
3949010962,54,0
301385617,63,0
293953135,27,0
29041319,41,0
230732954,14,0
2857420840,204,0
165577958,209,0
1386010838,174,0
2595828119,39,0
357747403,44,0
136368506,67,0
135805452,56,0
2644591095,119,0
514061230,4,0
517625408,73,0
3071424482,91,0
769339466,7,0
3024461758,23,0
769388442,36,0
1320009336,266,0
1319382349,60,0
980531466,6,0
3037199234,7,0
3298120789,11,0
130663000,240,0
129966627,395,0
1279160827,178,0
127251210,167,0
426334161,393,0
332738908,76,0
566576689,80,0
592252867,88,0
567764993,124,0
549549339,40,0
348981732,22,0
1116630582,85,0
2966578566,123,0
4012166847,37,0
2419965872,163,0
770877740,144,0
603691239,5,0
2370725665,270,0
4203016035,41,0
617872589,10,0
2425786212,44,0
2429671352,155,0
3143061484,2,0
541959150,130,0
2903774120,30,0
2433282997,138,0
469595996,91,0
2359388502,22,0
46928242,54,0
3062470474,2,0
43126168,1,0
632681284,26,0
632685533,10,0
109577056,58,0
454540684,60,0
2218930639,112,0
830276562,374,0
1094680927,98,0
2957667296,6,0
880761,5,0
2827142990,18,0
2851948027,57,0
929410398,17,0
956717191,161,0
413255529,321,0
3061671511,1,0
3154356636,4,0
2950734967,28,0
41062153,399,0
269102797,73,0
44335261,185,0
2949559526,98,0
82841878,221,0
2874745180,29,0
269193431,83,0
1219247983,60,0
4087003520,15,0
408637014,45,0
2700210578,47,0
67044273,2,0
3067452169,74,0
227817668,89,0
377287901,104,0
572204901,98,0
960320034,121,0
44850701,28,0
37539436,76,0
